precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_ind_COLE,pri_ind_HENDRIX,pri_ind_III,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_DAVIS,pri_rep_FIELDS,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_R.KASICH,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,rep_primary_total,dem_primary_total,general_total
BakerNewton,145,2,21,2,0,0,0,1,9,0,35,0,0,2,0,2,2,0,1,0,17,0,121,306,6,353,190,170,665
BaldwinBoddie,182,2,55,1,0,0,0,2,3,0,17,0,0,0,0,0,5,0,1,0,24,0,26,534,28,124,78,240,686
BaldwinCity Hall Annex,116,1,27,0,0,0,0,1,4,0,21,0,0,0,0,0,5,0,2,0,19,0,40,303,21,178,92,144,502
BaldwinCoopers,96,0,45,0,0,0,0,6,45,1,87,0,0,0,0,0,10,0,2,0,62,0,199,273,17,682,412,141,972
BaldwinCourthouse,44,0,35,0,0,0,0,0,7,0,19,0,0,0,0,0,7,0,0,0,24,0,21,167,20,127,78,79,314
BaldwinEast Baldwin,382,2,103,0,0,0,0,9,53,1,146,0,0,0,0,2,29,0,4,0,111,0,335,1011,65,1313,690,487,2389
BaldwinEast Hardwick,178,0,21,1,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,6,0,31,532,9,111,60,200,652
BaldwinFire Dept,285,1,67,0,0,0,0,5,7,0,20,0,0,0,0,0,7,0,1,0,52,0,49,643,39,227,141,353,909
BaldwinMeriweather,197,1,63,0,0,0,0,2,45,1,133,0,0,0,0,0,24,0,0,0,137,2,316,604,50,1063,660,261,1717
BaldwinNorth Baldwin,253,3,70,2,0,0,0,4,63,2,188,0,0,0,0,3,43,0,1,0,233,1,461,615,50,1624,999,328,2289
BaldwinNorth Milledgeville,240,3,90,1,0,0,0,3,34,0,76,0,0,0,0,3,21,0,1,0,123,1,221,669,33,757,483,334,1459
BaldwinScottsboro,69,0,21,1,0,0,0,3,22,1,42,0,0,0,0,0,2,0,0,0,23,0,102,219,8,386,195,91,613
BaldwinSouth Milledgeville,200,1,44,0,0,0,0,1,5,0,8,0,0,0,0,0,6,0,0,0,26,0,24,524,24,131,70,245,679
BaldwinWest Baldwin,225,1,45,3,0,0,0,2,29,1,78,0,0,1,0,1,24,0,0,0,77,0,153,539,31,608,366,274,1178
BaldwinWest Hardwick,569,0,78,1,0,0,0,7,21,0,37,0,0,0,0,0,1,0,0,0,45,0,92,1337,24,366,203,648,1727
BanksAnderson,23,1,30,0,0,0,0,1,31,0,106,0,0,3,0,3,16,0,1,0,54,1,232,84,17,737,448,54,838
BanksBaldwin,14,0,16,0,0,0,0,2,17,0,85,0,0,0,0,3,12,0,0,0,38,1,95,67,8,433,253,30,508
BanksBerlin,6,1,6,0,0,0,0,0,9,0,30,0,0,0,0,1,4,0,0,0,12,0,73,17,1,188,129,13,206
BanksBushville,5,0,10,0,0,0,0,0,25,0,57,0,0,1,0,0,3,0,0,0,22,0,107,29,11,374,215,15,414
BanksColumbia,0,0,5,0,0,0,0,2,8,1,55,0,0,0,0,0,0,0,0,0,8,0,67,21,4,224,141,5,249
BanksDavids,30,3,18,1,0,0,0,5,39,0,141,0,0,0,0,0,5,0,1,0,79,1,235,103,27,821,506,52,951
BanksGolden Hill,11,0,16,0,0,0,0,0,12,0,69,0,0,0,0,2,6,0,0,0,18,0,127,57,8,410,234,27,475
BanksGrove River,4,0,6,0,0,0,0,0,5,0,53,0,0,0,0,1,2,0,1,0,14,0,116,21,4,309,192,10,334
BanksHollingsworth,10,0,10,0,0,0,0,0,17,0,47,0,0,0,0,1,4,0,1,0,19,0,112,48,6,368,201,20,422
BanksHomer,28,0,14,0,0,0,0,1,19,3,132,0,0,0,0,4,7,0,1,0,62,1,214,80,16,746,444,42,842
BanksPoplar Springs,24,1,19,2,0,0,0,2,42,2,158,0,0,1,0,1,11,1,1,0,51,0,250,79,18,839,520,46,936
BanksWashington,10,0,9,0,0,0,0,1,14,1,69,0,0,0,0,5,10,0,0,0,30,1,91,48,8,343,222,19,399
BanksWilmonts,7,1,10,0,0,0,0,1,13,0,48,0,0,1,0,1,4,0,0,0,37,0,90,30,4,342,195,18,376
Barrow01 Bethlehem Community Center,76,1,70,1,0,0,0,1,39,0,204,0,0,0,0,1,10,1,7,0,130,2,304,365,73,1339,699,148,1777
Barrow02 Bethabra Baptist Church,80,1,50,1,0,0,0,3,72,0,285,0,0,2,0,1,49,0,2,0,200,1,389,423,61,1775,1004,132,2259
Barrow03 Bramlett Elementary School,56,1,64,0,0,0,0,2,34,0,229,0,0,1,0,1,16,0,1,0,112,0,294,337,74,1318,690,121,1729
Barrow04 Westside Middle School,50,0,52,2,0,0,0,2,28,1,199,0,0,1,0,2,12,1,0,0,73,0,265,284,62,1117,584,104,1463
Barrow05 Fire Station 1 (Statham),178,0,85,3,0,0,0,7,84,3,363,0,0,2,1,2,47,1,1,0,231,0,415,645,95,2009,1157,266,2749
Barrow06 Winder Barrow High School,58,0,34,0,0,0,0,10,38,1,145,0,0,0,0,2,13,0,2,0,97,0,208,278,43,908,516,92,1229
Barrow07 Statham Elementary School,121,0,59,1,0,0,0,2,44,1,170,0,0,0,1,2,14,0,0,0,97,0,247,490,56,1048,578,181,1594
Barrow09 Lions Club,111,2,58,1,0,0,0,2,53,1,263,0,0,1,0,2,44,0,2,0,189,0,403,417,65,1634,960,172,2116
Barrow10 Leisure Services Center,182,0,46,0,0,0,0,3,15,0,100,0,0,0,1,1,10,0,1,0,60,1,188,577,54,761,380,228,1392
Barrow11 Apalachee High School,90,0,59,0,0,0,0,5,47,0,215,0,0,0,0,3,15,0,2,0,122,1,223,466,100,1277,633,149,1843
Barrow12 Midway United Methodist Church,53,0,39,1,0,0,0,1,42,2,204,0,0,1,1,0,15,0,5,0,125,0,277,287,71,1272,673,93,1630
Barrow13 Winder Community Center,62,1,53,0,0,0,0,5,37,0,153,0,0,1,1,1,28,0,2,0,107,0,230,329,81,978,565,116,1388
Barrow14 Cedar Creek Baptist Church,26,0,24,0,0,0,0,1,37,0,119,0,0,1,0,0,4,0,2,0,54,1,113,124,32,577,332,50,733
Barrow15 County Line Elementary School,53,0,45,2,0,0,0,2,51,0,272,0,0,0,0,3,20,0,2,0,165,0,373,295,46,1604,888,100,1945
Barrow16 The Church at Winder,190,2,87,4,0,0,0,6,74,1,341,0,0,1,3,5,34,0,5,0,185,0,405,935,151,2047,1060,283,3133
BartowADAIRSVILLE,152,1,121,2,0,0,0,7,158,1,359,0,0,1,0,4,45,1,6,0,227,1,733,565,99,2838,1543,276,3502
BartowALLATOONA,94,1,107,3,0,0,0,4,31,0,264,0,0,0,1,1,14,0,4,0,148,0,500,433,75,1624,967,205,2132
BartowBEAVERS DRIVE,184,2,110,2,0,0,0,9,82,2,397,0,0,1,0,5,42,1,2,0,297,1,690,613,84,2447,1529,298,3144
BartowCARTERSVILLE EAST,287,2,161,1,0,0,0,4,82,1,311,0,0,0,0,9,63,0,5,0,296,1,644,1084,129,2309,1416,451,3522
BartowCARTERSVILLE WEST,321,4,161,1,0,0,0,13,108,0,465,0,0,4,1,5,104,0,2,0,546,0,727,1193,115,2933,1975,487,4241
BartowCASSVILLE,205,2,129,3,0,0,0,5,75,1,307,0,0,2,0,7,38,1,3,0,163,0,546,734,92,2000,1148,339,2826
BartowCENTER,108,2,80,0,0,0,0,7,79,0,320,0,0,2,0,2,29,0,3,0,206,0,500,373,71,1826,1148,190,2270
BartowEMERSON,75,0,56,0,0,0,0,2,49,0,181,0,0,0,0,1,17,2,2,0,172,0,406,289,55,1380,832,131,1724
BartowEUHARLEE,120,0,79,1,0,0,0,2,56,0,259,0,0,1,0,2,27,0,5,0,171,0,425,420,77,1660,948,200,2157
BartowFOLSOM,18,0,20,0,0,0,0,2,36,0,97,0,0,0,0,0,12,0,0,0,48,0,220,60,16,698,415,38,774
BartowKINGSTON,74,2,52,1,0,0,0,4,49,1,169,0,0,0,0,3,18,0,3,0,105,0,363,223,35,1252,715,129,1510
BartowMISSION ROAD,185,4,127,2,0,0,0,9,87,0,396,0,0,4,0,1,31,0,7,0,257,0,743,648,82,2521,1535,318,3251
BartowPINE LOG,33,0,26,0,0,0,0,0,30,0,167,0,0,0,0,0,20,0,1,0,112,1,332,131,37,1084,663,59,1252
BartowTAYLORSVILLE,35,3,47,4,0,0,0,7,64,0,238,0,0,0,0,1,14,0,0,0,149,1,411,159,36,1482,885,89,1677
BartowWHITE,57,1,48,2,0,0,0,0,43,1,226,0,0,0,0,2,37,0,1,0,126,0,394,204,49,1326,830,108,1579
BartowWOODLAND HIGH,40,0,39,0,0,0,0,1,30,0,106,0,0,0,0,1,7,0,4,0,65,0,192,146,23,658,406,79,827
BartowZENA DRIVE,231,1,132,2,0,0,0,6,74,0,256,0,0,0,0,4,31,0,6,0,174,0,471,937,108,1873,1022,366,2918
Ben HillEast,465,3,64,2,0,0,0,5,48,0,94,0,0,0,0,1,5,0,0,0,31,0,312,1114,28,1090,496,534,2232
Ben HillWest,315,5,116,3,0,0,0,14,161,1,223,0,0,1,0,3,55,0,2,0,165,0,713,987,63,2649,1338,439,3699
BerrienAlapaha,80,0,10,0,0,0,0,2,22,0,63,0,0,0,0,1,5,0,1,0,27,0,169,196,10,529,290,90,735
BerrienEnigma,21,2,11,1,0,0,0,4,12,0,63,0,0,0,0,4,5,0,0,0,27,0,157,77,9,516,272,35,602
BerrienNashville,165,3,78,6,0,0,0,22,92,4,363,0,0,0,0,11,37,1,2,0,126,0,825,565,62,2914,1483,252,3541
BerrienRay City,46,0,33,1,0,0,0,0,32,1,102,0,0,1,0,5,13,0,0,0,39,0,241,160,22,838,434,80,1020
BerrienWest Berrien,14,2,14,1,0,0,0,2,21,1,129,0,0,0,0,1,6,0,2,0,23,0,176,49,12,625,361,31,686
BibbEAST MACON 1,313,0,22,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,5,954,4,26,12,335,984
BibbEAST MACON 2,857,6,71,0,0,0,0,0,8,0,13,0,0,0,0,0,4,0,1,0,8,0,26,1999,21,100,60,934,2120
BibbEAST MACON 3,438,0,129,1,0,0,0,3,18,0,70,0,0,0,0,0,36,1,2,0,81,0,120,1289,52,490,331,568,1831
BibbEAST MACON 4,566,1,46,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,18,1234,13,63,23,613,1310
BibbEAST MACON 5,471,0,53,0,0,0,0,1,10,0,33,0,0,0,0,0,5,0,0,0,23,0,94,1125,22,318,166,524,1465
BibbGODFREY 1,991,6,117,1,0,0,0,4,11,1,19,0,0,0,0,2,8,0,2,0,32,0,35,2689,67,189,114,1115,2945
BibbGODFREY 2,255,0,13,0,0,0,0,0,7,0,5,0,0,0,0,1,3,0,0,0,0,0,8,773,10,68,24,268,851
BibbGODFREY 3,519,0,45,1,0,0,0,2,4,1,10,0,0,0,0,0,2,1,0,0,4,0,44,1507,15,153,68,565,1675
BibbGODFREY 4,298,1,28,0,0,0,0,0,5,0,17,0,0,0,0,2,0,0,0,0,4,0,26,892,10,103,54,327,1005
BibbGODFREY 5,793,2,88,3,0,0,0,1,20,2,40,0,0,1,1,1,5,0,3,0,31,0,69,2195,38,286,174,886,2519
BibbHAZZARD 1,575,0,60,3,0,0,0,0,6,0,34,0,0,0,0,2,2,0,0,0,12,0,59,1555,13,230,115,638,1798
BibbHAZZARD 2,349,0,106,3,0,0,0,5,79,3,165,0,0,0,0,3,31,0,0,0,107,0,297,1176,61,1125,690,458,2362
BibbHAZZARD 3,1012,1,148,4,0,0,0,4,45,2,153,0,0,0,0,1,40,0,1,0,112,0,269,2675,74,1108,627,1165,3857
BibbHAZZARD 4,172,0,40,0,0,0,0,1,35,1,155,0,0,0,0,0,23,0,2,0,110,0,330,445,23,1004,657,212,1472
BibbHAZZARD 5,226,0,65,0,0,0,0,4,44,1,126,0,0,0,0,0,59,0,2,0,148,0,273,709,37,1000,657,291,1746
BibbHOWARD 1,123,1,53,0,0,0,0,3,22,1,81,0,0,1,0,0,61,0,3,0,122,0,169,429,33,657,463,177,1119
BibbHOWARD 2 - 02,37,0,10,0,0,0,0,0,16,0,39,0,0,0,0,0,29,0,0,0,71,0,80,101,11,341,235,47,453
BibbHOWARD 2 - 08,219,0,65,1,0,0,0,10,69,2,164,0,0,2,0,2,97,0,0,0,298,0,295,750,50,1430,939,285,2230
BibbHOWARD 3,596,3,249,1,0,0,0,12,142,0,447,0,0,1,0,2,173,0,7,0,648,0,598,2179,158,3100,2030,849,5437
BibbHOWARD 4,114,1,56,0,0,0,0,0,35,0,103,0,0,0,0,1,31,0,1,0,103,0,152,448,46,590,426,171,1084
BibbHOWARD 5,138,0,52,0,0,0,0,2,31,1,62,0,0,1,0,1,20,0,1,0,75,0,114,459,47,460,308,190,966
BibbHOWARD 6,149,0,85,0,0,0,0,6,45,1,121,0,0,0,1,0,52,0,0,0,159,0,173,526,59,814,558,234,1399
BibbHOWARD 7,153,1,96,0,0,0,0,5,56,1,197,0,0,0,0,2,89,0,1,0,225,0,278,568,69,1182,854,250,1819
BibbRUTLAND 1,517,1,131,2,0,0,0,9,129,3,365,0,0,0,1,2,61,0,2,0,231,0,622,1315,57,2297,1425,651,3669
BibbRUTLAND 2,218,0,69,0,0,0,0,4,82,0,208,0,0,0,0,0,24,0,0,0,106,0,371,641,50,1378,795,287,2069
BibbVINEVILLE 1,207,1,115,1,0,0,0,1,11,0,29,0,0,0,0,1,27,0,1,0,60,1,40,1233,95,581,171,324,1909
BibbVINEVILLE 2,302,0,98,0,0,0,0,1,5,1,34,0,0,0,0,1,21,0,1,0,59,0,63,842,41,281,186,400,1164
BibbVINEVILLE 3,533,2,79,4,0,0,0,0,5,1,12,0,0,1,0,0,6,0,0,0,9,0,25,1485,18,126,59,618,1629
BibbVINEVILLE 4,799,2,87,1,0,0,0,1,16,2,26,0,0,0,0,0,8,0,0,0,36,0,50,1944,31,223,139,889,2198
BibbVINEVILLE 5,155,3,86,0,0,0,0,5,41,0,133,0,0,1,0,0,67,0,0,0,172,0,200,557,60,912,619,244,1529
BibbVINEVILLE 6,237,0,118,0,0,0,0,2,60,0,128,0,0,0,1,2,69,0,2,0,217,0,280,833,90,944,761,355,1867
BibbWARRIOR 1,223,0,57,0,0,0,0,1,41,0,162,0,0,0,0,0,9,0,2,0,90,1,313,554,32,1131,619,280,1717
BibbWARRIOR 2,307,2,56,2,0,0,0,2,51,1,202,0,0,0,0,1,29,0,1,0,113,0,386,706,40,1333,786,367,2079
BleckleyFAIRGROUND,370,6,98,2,0,0,0,18,141,6,534,0,0,3,0,4,87,0,3,0,412,1,935,1101,123,3719,2144,476,4943
BrantleyHoboken,32,5,32,1,0,0,0,4,62,0,243,0,0,0,0,9,24,0,6,0,130,1,371,135,44,1863,850,70,2042
BrantleyNahunta,62,7,57,2,0,0,0,10,80,1,184,0,0,1,1,6,12,0,6,0,118,0,415,274,31,2021,834,128,2326
BrantleyWaynesville,43,2,36,2,0,0,0,6,49,0,177,0,0,0,0,5,12,0,1,0,71,1,377,210,31,1683,699,83,1924
BrooksDixie,101,1,19,0,0,0,0,0,12,0,44,0,0,0,0,0,2,0,0,0,25,0,79,347,9,316,162,121,672
BrooksMorven,123,1,32,0,0,0,0,1,23,2,131,0,0,2,1,1,7,0,0,0,37,0,177,370,11,755,382,156,1136
BrooksQuitman,397,2,76,2,0,0,0,8,25,1,91,0,0,0,0,0,16,0,0,0,89,0,236,1382,32,816,466,477,2230
BryanBlack Creek,72,1,29,0,0,0,0,3,29,0,156,0,0,1,0,0,3,0,0,0,64,0,269,283,38,1111,525,102,1432
BryanDanielsiding,109,1,39,0,0,0,0,5,27,0,150,0,0,0,0,0,25,0,0,0,137,0,211,299,50,1004,555,149,1353
BryanEllabell,60,0,20,1,0,0,0,2,26,0,120,0,0,0,0,1,17,0,4,0,64,0,212,199,17,848,446,81,1064
BryanHWY 144 East,81,1,57,0,0,0,0,4,57,0,175,0,0,0,0,1,49,0,0,0,193,0,305,508,80,1389,784,139,1977
BryanJ.F. Gregory Park,86,0,60,0,0,0,0,9,42,1,250,0,0,1,0,1,64,1,2,0,242,0,318,439,72,1440,931,146,1951
BryanKeller,107,1,95,2,0,0,0,8,62,1,254,0,0,2,0,0,55,0,0,0,262,0,353,596,91,1760,997,205,2447
BryanPembroke,142,1,30,2,0,0,0,1,30,0,118,0,0,0,1,2,21,0,1,0,71,0,210,449,30,854,455,175,1333
BryanWays Station,78,2,34,0,0,0,0,2,10,0,68,0,0,0,0,0,7,0,2,0,60,0,93,337,32,515,242,114,884
BullochBay,29,0,15,0,0,0,0,1,30,0,148,0,0,0,0,1,15,0,2,0,49,0,192,104,23,766,438,44,893
BullochBlitch,86,0,49,0,0,0,0,7,49,0,149,0,0,0,0,0,46,0,0,0,119,0,220,304,28,946,590,135,1278
BullochBrooklet,78,0,49,2,0,0,0,6,63,0,212,0,0,0,1,2,42,0,1,0,134,0,241,394,56,1317,702,129,1767
BullochChurch,362,1,184,0,0,0,0,9,87,2,257,0,0,3,0,3,50,0,4,0,261,0,296,1552,121,1572,972,547,3245
BullochEmit,110,0,71,0,0,0,0,3,57,0,177,0,0,1,0,2,24,0,2,0,123,0,227,460,59,1234,616,181,1753
BullochFair,235,1,156,0,0,0,0,13,92,0,317,0,0,1,1,3,102,0,3,0,340,0,460,1183,144,2293,1332,392,3620
BullochHagin,118,0,39,1,0,0,0,3,36,0,111,0,0,1,0,0,17,1,0,0,89,0,236,464,22,863,494,158,1349
BullochLeefield,28,0,14,0,0,0,0,1,16,0,71,0,0,0,0,1,0,0,2,0,35,1,110,74,8,488,237,42,570
BullochLockhart,38,1,15,0,0,0,0,1,17,1,22,0,0,0,0,1,4,0,2,0,12,0,81,124,7,291,141,54,422
BullochNevils,43,0,14,0,0,0,0,3,16,1,90,0,0,0,1,2,8,0,0,0,52,0,116,150,13,522,289,57,685
BullochPittman Park,160,1,379,1,0,0,0,1,43,1,116,0,0,0,1,0,39,0,2,0,165,0,127,1944,234,1108,495,541,3286
BullochPortal,101,0,21,3,0,0,0,3,29,1,61,0,0,0,0,0,13,0,0,0,55,0,192,284,16,698,354,125,998
BullochRegister,49,1,19,0,0,0,0,0,19,0,58,0,0,0,0,0,6,0,0,0,40,0,57,191,13,312,180,69,516
BullochSinkhole,10,0,5,0,0,0,0,0,11,0,31,0,0,0,0,1,3,0,1,0,30,0,80,46,2,267,157,15,315
BullochStatesboro,429,0,156,2,0,0,0,6,60,2,208,0,0,0,1,2,60,0,1,0,189,0,279,1791,111,1565,808,587,3467
BullochStilson,40,2,41,0,0,0,0,4,28,1,121,0,0,2,0,0,18,0,0,0,73,0,201,196,33,855,448,83,1084
BurkeAlexander,42,1,5,0,0,0,0,0,5,0,24,0,0,0,0,1,3,0,0,0,5,0,43,120,2,140,81,48,262
BurkeBlakeney,70,0,10,0,0,0,0,0,1,1,24,0,0,0,0,0,2,0,0,0,17,0,43,209,3,149,88,80,361
BurkeFour Points,126,2,25,1,0,0,0,2,39,0,162,0,0,0,0,1,2,0,1,0,45,0,201,385,20,826,453,154,1231
BurkeGirard,89,0,5,2,0,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,12,0,57,247,2,191,93,96,440
BurkeGough,84,0,10,0,0,0,0,0,6,0,17,0,0,0,0,0,3,0,0,0,3,0,35,180,3,97,64,94,280
BurkeGreenscut,67,0,10,0,0,0,0,2,6,0,75,0,0,0,0,1,5,0,0,0,25,0,103,240,6,363,217,77,609
BurkeKeysville,58,0,3,0,0,0,0,0,7,0,13,0,0,0,0,0,2,0,0,0,9,0,21,127,5,92,52,61,224
BurkeMidville,68,0,5,1,0,0,0,0,4,0,28,0,0,0,0,1,3,0,0,0,8,0,49,152,7,117,93,74,276
BurkeMunnerlyn,29,0,4,0,0,0,0,0,1,0,17,0,0,0,0,0,1,0,0,0,3,0,34,72,6,94,56,33,172
BurkeNorth Waynesboro,392,0,32,0,0,0,0,2,25,0,85,0,0,0,0,1,6,0,1,0,33,0,91,1287,22,404,244,424,1713
BurkeSardis,71,0,6,0,0,0,0,4,7,0,43,0,0,0,0,0,2,0,0,0,26,0,86,238,8,337,168,77,583
BurkeScotts Crossroads,47,1,3,0,0,0,0,2,1,0,9,0,0,0,0,0,1,0,0,0,9,0,14,111,1,59,36,51,171
BurkeSouth Waynesboro,280,2,38,0,0,0,0,7,41,0,186,0,0,0,1,2,20,0,3,0,147,0,268,843,29,1120,675,320,1992
BurkeSt. Clair,77,0,8,0,0,0,0,2,8,0,18,0,0,0,0,0,1,0,0,0,8,0,36,138,2,128,73,85,268
BurkeTelfair,109,0,14,0,0,0,0,2,8,0,49,0,0,1,0,0,3,0,0,0,18,0,80,281,13,279,161,123,573
BurkeVidette,51,0,7,0,0,0,0,1,2,0,31,0,0,0,0,0,2,0,0,0,7,0,20,101,0,95,63,58,196
ButtsBUTTS CO COMM CENTER,467,1,61,3,0,0,0,3,58,0,153,0,0,0,0,1,15,0,2,0,105,0,290,1225,58,1130,627,532,2413
ButtsJENKINSBURG,216,1,27,0,0,0,0,4,42,2,174,0,0,0,0,0,10,0,0,0,73,0,290,537,25,1039,595,244,1601
ButtsSTARK,37,1,35,3,0,0,0,3,50,1,231,0,0,1,0,3,20,0,0,0,149,0,547,163,25,1657,1005,76,1845
ButtsTOWALIGA,157,3,47,3,0,0,0,6,61,1,279,0,0,1,0,1,43,0,0,0,190,0,452,497,64,1816,1034,210,2377
ButtsWORTHVILLE,45,0,21,0,0,0,0,3,34,1,165,0,0,0,0,2,10,0,1,0,80,1,305,144,22,1075,602,66,1241
CalhounArlington,112,0,6,0,0,0,0,1,5,0,14,0,0,0,0,0,2,0,0,0,10,0,39,307,3,107,71,118,417
CalhounEdison,82,0,10,0,0,0,0,0,2,0,10,0,0,0,0,0,1,0,0,0,5,0,10,240,2,48,28,92,290
CalhounEdison-Arlington,96,0,20,1,0,0,0,0,5,0,14,0,0,0,0,1,7,0,0,0,18,0,34,228,2,159,79,117,389
CalhounLeary,163,0,10,0,0,0,0,0,12,0,27,0,0,0,0,0,2,0,0,0,7,0,65,274,5,212,113,173,491
CalhounMorgan,46,0,15,0,0,0,0,0,5,1,40,0,0,0,0,0,3,0,0,0,29,0,79,130,4,304,157,61,438
CamdenBrowntown,7,0,14,1,0,0,0,2,6,0,10,0,0,0,0,0,0,0,0,0,17,0,145,70,11,336,180,22,417
CamdenEast Kingsland,230,0,122,1,0,0,0,8,79,3,201,0,0,0,0,2,41,0,3,0,210,1,415,983,138,2075,963,353,3196
CamdenHarrietts Bluff,53,0,14,1,0,0,0,2,48,0,79,0,0,0,0,0,12,0,1,0,91,0,266,230,29,910,499,68,1169
CamdenKingsland,70,0,50,0,0,0,0,4,23,1,46,0,0,2,1,0,14,0,0,0,55,1,172,376,44,700,319,120,1120
CamdenMary Lee Clark,139,2,93,0,0,0,0,0,48,1,114,0,0,1,0,3,26,0,3,0,94,1,201,620,78,1075,492,234,1773
CamdenMush Bluff,91,1,65,1,0,0,0,1,35,2,97,0,0,0,0,1,20,0,2,0,102,0,247,425,53,964,507,158,1442
CamdenNorth Kingsland,158,1,49,2,0,0,0,2,23,0,66,0,0,0,0,1,4,0,3,0,51,0,146,650,32,627,296,210,1309
